name,year,male,female,5-14 years,15-24 years,25-34 years,35-54 years,55-74 years,75+ years,total_mortality
Albania,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albania,All,1277.0,693.0,61.0,546.0,427.0,591.0,264.0,81.0,1970.0
Anguilla,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2002,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Anguilla,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2011,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Anguilla,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anguilla,All,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Antigua and Barbuda,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1990,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Antigua and Barbuda,1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Antigua and Barbuda,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,2000,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Antigua and Barbuda,2001,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Antigua and Barbuda,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,2003,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Antigua and Barbuda,2004,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Antigua and Barbuda,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,2007,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Antigua and Barbuda,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antigua and Barbuda,2015,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Antigua and Barbuda,All,10.0,1.0,0.0,0.0,1.0,6.0,4.0,0.0,11.0
Argentina,1985,1450.0,538.0,27.0,225.0,242.0,556.0,695.0,243.0,1988.0
Argentina,1986,1643.0,641.0,17.0,287.0,305.0,666.0,731.0,278.0,2284.0
Argentina,1987,1600.0,686.0,29.0,272.0,281.0,691.0,756.0,257.0,2286.0
Argentina,1988,1689.0,665.0,31.0,312.0,276.0,675.0,783.0,277.0,2354.0
Argentina,1989,1641.0,606.0,29.0,266.0,302.0,628.0,749.0,273.0,2247.0
Argentina,1990,1545.0,595.0,36.0,265.0,258.0,602.0,692.0,287.0,2140.0
Argentina,1991,1452.0,499.0,37.0,240.0,291.0,531.0,618.0,234.0,1951.0
Argentina,1992,1680.0,504.0,35.0,328.0,306.0,628.0,647.0,240.0,2184.0
Argentina,1993,1737.0,493.0,41.0,308.0,309.0,639.0,646.0,287.0,2230.0
Argentina,1994,1731.0,510.0,38.0,348.0,298.0,687.0,644.0,226.0,2241.0
Argentina,1995,1700.0,504.0,34.0,378.0,280.0,624.0,649.0,239.0,2204.0
Argentina,1996,1697.0,532.0,23.0,385.0,278.0,700.0,595.0,248.0,2229.0
Argentina,1997,1645.0,539.0,30.0,373.0,285.0,666.0,588.0,242.0,2184.0
Argentina,1998,1821.0,526.0,36.0,441.0,303.0,655.0,658.0,254.0,2347.0
Argentina,1999,1930.0,493.0,41.0,456.0,315.0,686.0,677.0,248.0,2423.0
Argentina,2000,2224.0,550.0,39.0,579.0,394.0,752.0,735.0,275.0,2774.0
Argentina,2001,2456.0,676.0,53.0,684.0,457.0,835.0,796.0,307.0,3132.0
Argentina,2002,2459.0,703.0,60.0,700.0,503.0,813.0,794.0,292.0,3162.0
Argentina,2003,2605.0,684.0,62.0,817.0,525.0,821.0,724.0,340.0,3289.0
Argentina,2004,2467.0,654.0,68.0,812.0,544.0,784.0,636.0,277.0,3121.0
Argentina,2005,2394.0,664.0,73.0,786.0,555.0,710.0,650.0,284.0,3058.0
Argentina,2006,2496.0,612.0,65.0,831.0,588.0,745.0,602.0,277.0,3108.0
Argentina,2007,2346.0,600.0,79.0,723.0,616.0,726.0,546.0,256.0,2946.0
Argentina,2008,2448.0,611.0,59.0,805.0,625.0,755.0,571.0,244.0,3059.0
Argentina,2009,2300.0,584.0,62.0,773.0,609.0,692.0,546.0,202.0,2884.0
Argentina,2010,2377.0,566.0,53.0,833.0,586.0,735.0,496.0,240.0,2943.0
Argentina,2011,2329.0,583.0,57.0,865.0,612.0,661.0,509.0,208.0,2912.0
Argentina,2012,2620.0,628.0,46.0,949.0,718.0,718.0,559.0,258.0,3248.0
Argentina,2013,2398.0,589.0,65.0,863.0,601.0,761.0,500.0,197.0,2987.0
Argentina,2014,2544.0,687.0,69.0,942.0,649.0,840.0,514.0,217.0,3231.0
Argentina,2015,2469.0,604.0,58.0,809.0,579.0,799.0,556.0,272.0,3073.0
Argentina,All,63893.0,18326.0,1452.0,17655.0,13490.0,21781.0,19862.0,7979.0,82219.0
Armenia,1985,52.0,22.0,0.0,7.0,19.0,28.0,15.0,5.0,74.0
Armenia,1986,43.0,18.0,0.0,6.0,18.0,23.0,11.0,3.0,61.0
Armenia,1987,55.0,26.0,1.0,8.0,18.0,26.0,18.0,10.0,81.0
Armenia,1988,36.0,25.0,1.0,11.0,14.0,17.0,14.0,4.0,61.0
Armenia,1989,60.0,18.0,0.0,15.0,21.0,26.0,13.0,3.0,78.0
Armenia,1990,64.0,29.0,0.0,13.0,20.0,40.0,17.0,3.0,93.0
Armenia,1991,54.0,26.0,0.0,6.0,24.0,23.0,20.0,7.0,80.0
Armenia,1992,64.0,19.0,0.0,10.0,15.0,28.0,25.0,5.0,83.0
Armenia,1993,71.0,35.0,0.0,10.0,23.0,31.0,34.0,8.0,106.0
Armenia,1994,76.0,36.0,3.0,10.0,11.0,38.0,38.0,12.0,112.0
Armenia,1995,95.0,35.0,1.0,13.0,32.0,40.0,40.0,4.0,130.0
Armenia,1996,63.0,24.0,2.0,5.0,16.0,31.0,30.0,3.0,87.0
Armenia,1997,62.0,15.0,1.0,4.0,10.0,29.0,29.0,4.0,77.0
Armenia,1998,48.0,18.0,1.0,4.0,7.0,29.0,22.0,3.0,66.0
Armenia,1999,49.0,18.0,0.0,6.0,8.0,26.0,24.0,3.0,67.0
Armenia,2000,47.0,14.0,0.0,6.0,9.0,19.0,18.0,9.0,61.0
Armenia,2001,48.0,12.0,3.0,4.0,3.0,22.0,21.0,7.0,60.0
Armenia,2002,62.0,12.0,1.0,6.0,13.0,28.0,22.0,4.0,74.0
Armenia,2003,50.0,9.0,1.0,1.0,10.0,24.0,17.0,6.0,59.0
Armenia,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armenia,2006,61.0,17.0,1.0,10.0,8.0,22.0,29.0,8.0,78.0
Armenia,2007,51.0,20.0,1.0,10.0,4.0,27.0,21.0,8.0,71.0
Armenia,2008,44.0,19.0,2.0,4.0,6.0,21.0,23.0,7.0,63.0
Armenia,2009,43.0,10.0,0.0,6.0,4.0,20.0,14.0,9.0,53.0
Armenia,2010,54.0,19.0,4.0,10.0,11.0,20.0,20.0,8.0,73.0
Armenia,2011,51.0,16.0,0.0,11.0,8.0,26.0,14.0,8.0,67.0
Armenia,2012,59.0,20.0,1.0,7.0,15.0,33.0,15.0,8.0,79.0
Armenia,2013,43.0,24.0,1.0,3.0,9.0,19.0,22.0,13.0,67.0
Armenia,2014,43.0,15.0,1.0,5.0,6.0,15.0,16.0,15.0,58.0
Armenia,2015,55.0,19.0,0.0,5.0,12.0,19.0,21.0,17.0,74.0
Armenia,2016,53.0,14.0,0.0,6.0,6.0,19.0,22.0,14.0,67.0
Armenia,All,1656.0,604.0,26.0,222.0,380.0,769.0,645.0,218.0,2260.0
Aruba,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aruba,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aruba,1995,8.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,8.0
Aruba,1999,9.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,9.0
Aruba,2000,6.0,4.0,0.0,0.0,3.0,4.0,0.0,3.0,10.0
Aruba,2001,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0
Aruba,2002,9.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,9.0
Aruba,2003,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
Aruba,2004,7.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,8.0
Aruba,2005,5.0,5.0,0.0,1.0,1.0,5.0,3.0,0.0,10.0
Aruba,2006,7.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,9.0
Aruba,2007,7.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0,8.0
Aruba,2008,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0
Aruba,2009,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0
Aruba,2010,6.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,7.0
Aruba,2011,7.0,2.0,0.0,1.0,1.0,3.0,4.0,0.0,9.0
Aruba,2012,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0
Aruba,2013,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Aruba,2014,3.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,5.0
Aruba,2015,7.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,9.0
Aruba,All,96.0,24.0,1.0,10.0,29.0,48.0,26.0,6.0,120.0
Australia,1985,1436.0,425.0,8.0,384.0,421.0,554.0,391.0,103.0,1861.0
Australia,1986,1581.0,463.0,19.0,373.0,455.0,656.0,429.0,112.0,2044.0
Australia,1987,1727.0,437.0,7.0,427.0,444.0,699.0,438.0,149.0,2164.0
Australia,1988,1712.0,460.0,7.0,419.0,504.0,689.0,420.0,133.0,2172.0
Australia,1989,1642.0,424.0,9.0,404.0,493.0,605.0,433.0,122.0,2066.0
Australia,1990,1758.0,444.0,5.0,438.0,527.0,685.0,423.0,124.0,2202.0
Australia,1991,1806.0,482.0,10.0,438.0,518.0,800.0,369.0,153.0,2288.0
Australia,1992,1786.0,465.0,6.0,460.0,503.0,723.0,427.0,132.0,2251.0
Australia,1993,1640.0,398.0,7.0,382.0,468.0,684.0,368.0,129.0,2038.0
Australia,1994,1865.0,418.0,4.0,432.0,514.0,810.0,390.0,133.0,2283.0
Australia,1995,1711.0,459.0,4.0,399.0,531.0,767.0,353.0,116.0,2170.0
Australia,1996,1966.0,460.0,15.0,425.0,569.0,851.0,416.0,150.0,2426.0
Australia,1997,2089.0,557.0,14.0,494.0,638.0,936.0,401.0,163.0,2646.0
Australia,1998,2108.0,524.0,8.0,434.0,688.0,975.0,391.0,136.0,2632.0
Australia,1999,1999.0,489.0,16.0,373.0,628.0,942.0,389.0,140.0,2488.0
Australia,2000,1886.0,505.0,9.0,349.0,572.0,945.0,368.0,148.0,2391.0
Australia,2001,1936.0,522.0,8.0,343.0,598.0,978.0,377.0,154.0,2458.0
Australia,2002,1813.0,506.0,8.0,304.0,555.0,957.0,358.0,137.0,2319.0
Australia,2003,1685.0,471.0,14.0,291.0,500.0,849.0,375.0,127.0,2156.0
Australia,2004,1672.0,442.0,8.0,272.0,468.0,838.0,362.0,166.0,2114.0
Australia,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,2006,1623.0,494.0,8.0,298.0,351.0,881.0,424.0,155.0,2117.0
Australia,2007,1699.0,530.0,12.0,300.0,431.0,906.0,423.0,157.0,2229.0
Australia,2008,1833.0,508.0,11.0,288.0,444.0,996.0,454.0,148.0,2341.0
Australia,2009,1785.0,552.0,3.0,276.0,439.0,976.0,465.0,178.0,2337.0
Australia,2010,1867.0,553.0,11.0,302.0,405.0,1044.0,464.0,194.0,2420.0
Australia,2011,1812.0,580.0,16.0,335.0,432.0,934.0,484.0,191.0,2392.0
Australia,2012,1930.0,650.0,16.0,326.0,449.0,1060.0,519.0,210.0,2580.0
Australia,2013,1944.0,664.0,22.0,362.0,424.0,1029.0,563.0,208.0,2608.0
Australia,2014,2182.0,709.0,21.0,367.0,523.0,1143.0,628.0,209.0,2891.0
Australia,2015,2292.0,735.0,14.0,391.0,542.0,1238.0,609.0,233.0,3027.0
Australia,All,54785.0,15326.0,320.0,11086.0,15034.0,26150.0,12911.0,4610.0,70111.0
Austria,1985,1467.0,624.0,8.0,257.0,288.0,701.0,575.0,262.0,2091.0
Austria,1986,1511.0,628.0,6.0,259.0,352.0,689.0,550.0,283.0,2139.0
Austria,1987,1445.0,624.0,4.0,234.0,309.0,626.0,562.0,334.0,2069.0
Austria,1988,1322.0,529.0,4.0,196.0,290.0,575.0,495.0,291.0,1851.0
Austria,1989,1313.0,585.0,6.0,211.0,283.0,558.0,540.0,300.0,1898.0
Austria,1990,1284.0,541.0,3.0,181.0,262.0,568.0,493.0,318.0,1825.0
Austria,1991,1299.0,470.0,2.0,187.0,246.0,547.0,480.0,307.0,1769.0
Austria,1992,1282.0,477.0,6.0,175.0,254.0,568.0,479.0,277.0,1759.0
Austria,1993,1244.0,460.0,10.0,154.0,282.0,517.0,453.0,288.0,1704.0
Austria,1994,1285.0,491.0,11.0,170.0,265.0,583.0,480.0,267.0,1776.0
Austria,1995,1333.0,455.0,8.0,153.0,296.0,573.0,474.0,284.0,1788.0
Austria,1996,1336.0,443.0,4.0,120.0,256.0,592.0,507.0,300.0,1779.0
Austria,1997,1175.0,417.0,3.0,144.0,249.0,510.0,444.0,242.0,1592.0
Austria,1998,1177.0,382.0,8.0,123.0,211.0,523.0,450.0,244.0,1559.0
Austria,1999,1126.0,429.0,3.0,124.0,198.0,522.0,451.0,257.0,1555.0
Austria,2000,1156.0,432.0,8.0,133.0,183.0,515.0,485.0,264.0,1588.0
Austria,2001,1081.0,408.0,2.0,119.0,183.0,503.0,438.0,244.0,1489.0
Austria,2002,1190.0,363.0,4.0,116.0,188.0,551.0,427.0,267.0,1553.0
Austria,2003,1068.0,388.0,3.0,120.0,150.0,512.0,410.0,261.0,1456.0
Austria,2004,1076.0,346.0,2.0,132.0,146.0,454.0,426.0,262.0,1422.0
Austria,2005,1049.0,350.0,4.0,101.0,135.0,485.0,427.0,247.0,1399.0
Austria,2006,1000.0,297.0,1.0,93.0,121.0,473.0,357.0,252.0,1297.0
Austria,2007,968.0,317.0,2.0,108.0,124.0,419.0,382.0,250.0,1285.0
Austria,2008,963.0,304.0,4.0,77.0,104.0,452.0,358.0,272.0,1267.0
Austria,2009,972.0,306.0,8.0,83.0,117.0,433.0,382.0,255.0,1278.0
Austria,2010,970.0,294.0,3.0,105.0,110.0,427.0,377.0,242.0,1264.0
Austria,2011,975.0,313.0,4.0,90.0,120.0,431.0,389.0,254.0,1288.0
Austria,2012,987.0,289.0,4.0,72.0,119.0,419.0,397.0,265.0,1276.0
Austria,2013,967.0,324.0,4.0,74.0,100.0,411.0,417.0,285.0,1291.0
Austria,2014,990.0,324.0,2.0,96.0,129.0,414.0,390.0,283.0,1314.0
Austria,2015,961.0,290.0,2.0,80.0,99.0,392.0,394.0,284.0,1251.0
Austria,2016,907.0,297.0,3.0,80.0,104.0,355.0,389.0,273.0,1204.0
Austria,All,36879.0,13197.0,146.0,4367.0,6273.0,16298.0,14278.0,8714.0,50076.0
Azerbaijan,1985,166.0,78.0,2.0,43.0,42.0,87.0,53.0,17.0,244.0
Azerbaijan,1986,153.0,82.0,5.0,49.0,42.0,78.0,48.0,13.0,235.0
Azerbaijan,1987,168.0,86.0,7.0,50.0,53.0,71.0,56.0,17.0,254.0
Azerbaijan,1988,151.0,81.0,1.0,45.0,47.0,65.0,51.0,23.0,232.0
Azerbaijan,1989,146.0,73.0,0.0,35.0,42.0,73.0,55.0,14.0,219.0
Azerbaijan,1990,89.0,25.0,1.0,20.0,26.0,47.0,17.0,3.0,114.0
Azerbaijan,1991,102.0,32.0,1.0,30.0,35.0,37.0,27.0,4.0,134.0
Azerbaijan,1992,106.0,38.0,0.0,31.0,34.0,43.0,29.0,7.0,144.0
Azerbaijan,1993,83.0,36.0,2.0,28.0,29.0,30.0,23.0,7.0,119.0
Azerbaijan,1994,28.0,19.0,0.0,6.0,7.0,17.0,15.0,2.0,47.0
Azerbaijan,1995,42.0,7.0,0.0,9.0,8.0,21.0,8.0,3.0,49.0
Azerbaijan,1996,56.0,13.0,0.0,12.0,15.0,17.0,21.0,4.0,69.0
Azerbaijan,1997,86.0,21.0,0.0,13.0,25.0,42.0,27.0,0.0,107.0
Azerbaijan,1998,41.0,15.0,1.0,5.0,12.0,24.0,12.0,2.0,56.0
Azerbaijan,1999,44.0,10.0,0.0,8.0,12.0,23.0,11.0,0.0,54.0
Azerbaijan,2000,46.0,16.0,1.0,15.0,14.0,17.0,12.0,3.0,62.0
Azerbaijan,2001,236.0,81.0,31.0,64.0,63.0,95.0,55.0,9.0,317.0
Azerbaijan,2002,73.0,19.0,4.0,10.0,10.0,40.0,25.0,3.0,92.0
Azerbaijan,2003,93.0,36.0,8.0,26.0,15.0,52.0,21.0,7.0,129.0
Azerbaijan,2004,78.0,30.0,7.0,14.0,19.0,51.0,12.0,5.0,108.0
Azerbaijan,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Azerbaijan,2007,41.0,14.0,4.0,8.0,10.0,20.0,9.0,4.0,55.0
Azerbaijan,All,2028.0,812.0,75.0,521.0,560.0,950.0,587.0,147.0,2840.0
Bahamas,1985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Bahamas,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahamas,1987,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0
Bahamas,1993,6.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,7.0
Bahamas,1994,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Bahamas,1995,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
Bahamas,1996,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
Bahamas,1997,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
Bahamas,1998,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0
Bahamas,1999,5.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0
Bahamas,2000,9.0,2.0,0.0,1.0,4.0,5.0,1.0,0.0,11.0
Bahamas,2001,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Bahamas,2002,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0
Bahamas,2003,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Bahamas,2004,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
Bahamas,2005,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0
Bahamas,2006,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
Bahamas,2007,4.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,5.0
Bahamas,2008,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4.0
Bahamas,2009,5.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,6.0
Bahamas,2010,6.0,4.0,0.0,3.0,0.0,4.0,2.0,1.0,10.0
Bahamas,2011,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0
Bahamas,2012,4.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0
Bahamas,2013,4.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0
Bahamas,All,79.0,14.0,2.0,17.0,21.0,44.0,8.0,1.0,93.0
Bahrain,1985,10.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,11.0
Bahrain,1987,7.0,2.0,0.0,1.0,4.0,3.0,1.0,0.0,9.0
Bahrain,1988,13.0,1.0,0.0,1.0,8.0,5.0,0.0,0.0,14.0
Bahrain,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bahrain,1999,14.0,3.0,0.0,3.0,9.0,5.0,0.0,0.0,17.0
Bahrain,2000,28.0,1.0,0.0,2.0,17.0,10.0,0.0,0.0,29.0
Bahrain,2001,20.0,3.0,1.0,3.0,9.0,9.0,1.0,0.0,23.0
Bahrain,2002,18.0,7.0,0.0,4.0,8.0,13.0,0.0,0.0,25.0
Bahrain,2003,29.0,5.0,0.0,3.0,14.0,17.0,0.0,0.0,34.0
Bahrain,2004,35.0,7.0,0.0,3.0,22.0,13.0,4.0,0.0,42.0
Bahrain,2005,35.0,7.0,0.0,6.0,18.0,16.0,2.0,0.0,42.0
Bahrain,2006,17.0,11.0,0.0,4.0,17.0,6.0,1.0,0.0,28.0
Bahrain,2007,34.0,6.0,0.0,6.0,17.0,15.0,2.0,0.0,40.0
Bahrain,2008,35.0,8.0,0.0,3.0,23.0,16.0,1.0,0.0,43.0
Bahrain,2009,30.0,6.0,2.0,4.0,13.0,16.0,1.0,0.0,36.0
Bahrain,2010,15.0,4.0,0.0,1.0,7.0,10.0,1.0,0.0,19.0
Bahrain,2011,12.0,6.0,1.0,4.0,6.0,6.0,1.0,0.0,18.0
Bahrain,2012,18.0,1.0,0.0,1.0,12.0,6.0,0.0,0.0,19.0
